#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2016 04 16 22 20  69  5.4  6.6 99.00 99.00 99.00 999 1028.8   8.1   6.5   4.1 99.0 99.00 
2016 04 16 22 30  69  5.9  7.2 99.00 99.00 99.00 999 1028.8   8.2   6.5   3.8 99.0 99.00 
2016 04 16 22 40  68  5.6  6.9  0.41  3.57  3.02  78 1028.7   8.3   6.5   3.9 99.0 99.00 
2016 04 16 22 50  68  5.5  6.8 99.00 99.00 99.00 999 1028.8   8.3   6.5   4.0 99.0 99.00 
2016 04 16 23 00  70  5.6  6.8 99.00 99.00 99.00 999 1028.8   8.1   6.5   3.9 99.0 99.00 
2016 04 16 23 10  69  5.3  6.3 99.00 99.00 99.00 999 1028.6   8.3   6.5   3.9 99.0 99.00 
2016 04 16 23 20  68  5.5  6.8 99.00 99.00 99.00 999 1028.6   8.2   6.5   3.8 99.0 99.00 
2016 04 16 23 30  68  5.4  6.4 99.00 99.00 99.00 999 1028.6   8.3   6.4   3.9 99.0 99.00 
2016 04 16 23 40  66  5.6  6.6  0.51  3.70  3.18  80 1028.6   8.3   6.4   3.8 99.0 99.00 
2016 04 16 23 50  66  5.3  6.3 99.00 99.00 99.00 999 1028.8   8.2   6.4   3.9 99.0 99.00 
2016 04 17 00 00  68  5.2  5.9 99.00 99.00 99.00 999 1028.7   8.1   6.4   4.0 99.0 99.00 
2016 04 17 00 10  69  5.2  6.4 99.00 99.00 99.00 999 1028.6   8.2   6.4   4.0 99.0 99.00 
2016 04 17 00 20  69  5.4  6.3 99.00 99.00 99.00 999 1028.6   8.3   6.4   3.8 99.0 99.00 
2016 04 17 00 30  70  5.0  5.8 99.00 99.00 99.00 999 1028.7   8.4   6.4   3.9 99.0 99.00 
2016 04 17 00 40  69  5.3  6.1  0.51  3.70  3.34  78 1028.8   8.4   6.4   3.9 99.0 99.00 
2016 04 17 00 50  68  5.3  6.3 99.00 99.00 99.00 999 1028.9   8.4   6.4   4.0 99.0 99.00 
2016 04 17 01 00  69  5.2  6.1 99.00 99.00 99.00 999 1029.0   8.4   6.4   4.1 99.0 99.00 
2016 04 17 01 10  68  5.4  6.6 99.00 99.00 99.00 999 1029.0   8.6   6.4   4.1 99.0 99.00 
2016 04 17 01 20  68  5.5  6.3 99.00 99.00 99.00 999 1029.1   8.5   6.3   4.2 99.0 99.00 
2016 04 17 01 30  68  5.3  6.3 99.00 99.00 99.00 999 1029.3   8.4   6.3   4.3 99.0 99.00 
2016 04 17 01 40  69  5.4  6.4  0.45  3.70  3.23  78 1029.4   8.4   6.3   4.4 99.0 99.00 
2016 04 17 01 50  68  5.2  6.0 99.00 99.00 99.00 999 1029.5   8.4   6.3   4.4 99.0 99.00 
2016 04 17 02 00  69  5.3  6.3 99.00 99.00 99.00 999 1029.6   8.5   6.3   4.4 99.0 99.00 
2016 04 17 02 10  67  5.4  6.5 99.00 99.00 99.00 999 1029.6   8.5   6.3   4.4 99.0 99.00 
2016 04 17 02 20  68  5.6  6.5 99.00 99.00 99.00 999 1029.6   8.7   6.3   4.5 99.0 99.00 
2016 04 17 02 30  73  6.0  7.0 99.00 99.00 99.00 999 1029.5   8.9   6.3   4.4 99.0 99.00 
2016 04 17 02 40  73  5.9  6.9  0.47  4.00  3.23  88 1029.5   9.0   6.3   4.5 99.0 99.00 
2016 04 17 02 50  70  5.6  6.3 99.00 99.00 99.00 999 1029.5   8.9   6.3   4.5 99.0 99.00 
2016 04 17 03 00  69  5.6  6.6 99.00 99.00 99.00 999 1029.5   8.8   6.3   4.4 99.0 99.00 
2016 04 17 03 10  65  5.0  5.8 99.00 99.00 99.00 999 1029.4   8.7   6.3   4.5 99.0 99.00 
2016 04 17 03 20  63  4.9  5.6 99.00 99.00 99.00 999 1029.5   8.7   6.3   4.6 99.0 99.00 
2016 04 17 03 30  62  4.8  5.5 99.00 99.00 99.00 999 1029.5   8.7   6.3   4.8 99.0 99.00 
2016 04 17 03 40  65  5.0  5.6  0.43  3.85  3.29  86 1029.4   8.8   6.3   4.8 99.0 99.00 
2016 04 17 03 50  61  4.5  5.2 99.00 99.00 99.00 999 1029.4   8.7   6.3   4.9 99.0 99.00 
2016 04 17 04 00  53  4.3  4.9 99.00 99.00 99.00 999 1029.5   8.4   6.3   5.0 99.0 99.00 
2016 04 17 04 10  58  4.6  5.4 99.00 99.00 99.00 999 1029.5   8.2   6.2   5.0 99.0 99.00 
2016 04 17 04 20  64  5.2  6.0 99.00 99.00 99.00 999 1029.4   8.2   6.2   4.9 99.0 99.00 
2016 04 17 04 30  67  5.7  6.7 99.00 99.00 99.00 999 1029.4   8.3   6.2   4.6 99.0 99.00 
2016 04 17 04 40  66  6.1  7.0  0.42  4.00  3.12  86 1029.4   8.5   6.2   4.4 99.0 99.00 
2016 04 17 04 50  65  5.9  6.6 99.00 99.00 99.00 999 1029.4   8.6   6.2   4.2 99.0 99.00 
2016 04 17 05 00  62  5.9  6.8 99.00 99.00 99.00 999 1029.4   8.7   6.2   4.0 99.0 99.00 
2016 04 17 05 10  60  5.7  6.5 99.00 99.00 99.00 999 1029.5   8.7   6.2   3.8 99.0 99.00 
2016 04 17 05 20  62  5.8  6.5 99.00 99.00 99.00 999 1029.5   8.7   6.2   3.7 99.0 99.00 
2016 04 17 05 30  64  5.7  6.6 99.00 99.00 99.00 999 1029.6   8.6   6.2   3.7 99.0 99.00 
2016 04 17 05 40  64  5.7  6.5  0.44  4.00  3.14  89 1029.5   8.4   6.2   3.8 99.0 99.00 
2016 04 17 05 50  62  5.5  6.2 99.00 99.00 99.00 999 1029.5   8.1   6.1   3.9 99.0 99.00 
2016 04 17 06 00  58  5.1  6.0 99.00 99.00 99.00 999 1029.5   7.9   6.1   4.0 99.0 99.00 
2016 04 17 06 10  58  5.0  5.6 99.00 99.00 99.00 999 1029.4   7.8   6.1   4.0 99.0 99.00 
2016 04 17 06 20  54  4.8  5.8 99.00 99.00 99.00 999 1029.4   7.7   6.1   4.1 99.0 99.00 
2016 04 17 06 30  50  4.9  5.5 99.00 99.00 99.00 999 1029.4   7.5   6.1   4.1 99.0 99.00 
2016 04 17 06 40  47  5.1  6.0  0.42  3.85  3.06  80 1029.4   7.4   6.1   4.1 99.0 99.00 
2016 04 17 06 50  43  5.1  6.0 99.00 99.00 99.00 999 1029.3   7.3   6.0   4.1 99.0 99.00 
2016 04 17 07 00  43  5.2  6.2 99.00 99.00 99.00 999 1029.3   7.2   6.0   4.0 99.0 99.00 
2016 04 17 07 10  43  5.6  6.5 99.00 99.00 99.00 999 1029.2   7.2   6.0   4.0 99.0 99.00 
2016 04 17 07 20  46  5.5  6.4 99.00 99.00 99.00 999 1029.2   7.2   6.0   3.9 99.0 99.00 
2016 04 17 07 30  48  5.6  6.7 99.00 99.00 99.00 999 1029.2   7.3   6.0   3.9 99.0 99.00 
2016 04 17 07 40  49  5.5  6.4  0.35  3.57  2.87  78 1029.2   7.4   5.9   3.8 99.0 99.00 
2016 04 17 07 50  48  5.6  6.5 99.00 99.00 99.00 999 1029.3   7.4   5.9   3.8 99.0 99.00 
2016 04 17 08 00  51  5.3  6.4 99.00 99.00 99.00 999 1029.3   7.3   5.9   3.9 99.0 99.00 
2016 04 17 08 10  53  5.1  5.9 99.00 99.00 99.00 999 1029.3   7.2   5.8   3.8 99.0 99.00 
2016 04 17 08 20  53  4.9  5.8 99.00 99.00 99.00 999 1029.4   7.2   5.8   3.9 99.0 99.00 
2016 04 17 08 30  52  4.4  5.1 99.00 99.00 99.00 999 1029.4   7.1   5.9   3.9 99.0 99.00 
2016 04 17 08 40  53  4.1  4.8  0.35  3.70  2.97  76 1029.5   7.0   5.9   4.1 99.0 99.00 
2016 04 17 08 50  53  4.1  4.8 99.00 99.00 99.00 999 1029.6   6.9   5.9   4.1 99.0 99.00 
2016 04 17 09 00  57  3.8  4.8 99.00 99.00 99.00 999 1029.7   6.9   5.9   4.1 99.0 99.00 
2016 04 17 09 10  56  3.5  4.1 99.00 99.00 99.00 999 1029.8   6.8   5.9   4.2 99.0 99.00 
2016 04 17 09 20  58  3.3  3.9 99.00 99.00 99.00 999 1029.9   6.8   5.9   4.2 99.0 99.00 
2016 04 17 09 30  61  3.2  3.9 99.00 99.00 99.00 999 1029.9   6.8   5.9   4.2 99.0 99.00 
2016 04 17 09 40  64  2.8  3.3  0.30  3.45  2.93  72 1030.1   6.7   5.9   4.2 99.0 99.00 
2016 04 17 09 50  65  2.5  3.0 99.00 99.00 99.00 999 1030.1   6.6   5.9   4.3 99.0 99.00 
2016 04 17 10 00  66  2.5  2.9 99.00 99.00 99.00 999 1030.3   6.6   5.9   4.3 99.0 99.00 
2016 04 17 10 10  65  2.6  3.0 99.00 99.00 99.00 999 1030.4   6.6   5.9   4.4 99.0 99.00 
2016 04 17 10 20  72  2.2  2.5 99.00 99.00 99.00 999 1030.4   6.5   5.9   4.4 99.0 99.00 
2016 04 17 10 30  82  2.1  2.7 99.00 99.00 99.00 999 1030.6   6.5   5.9   4.4 99.0 99.00 
2016 04 17 10 40  84  2.3  2.7  0.26  3.33  2.90  76 1030.7   6.5   5.9   4.3 99.0 99.00 
2016 04 17 10 50  79  2.3  2.6 99.00 99.00 99.00 999 1030.7   6.5   5.9   4.4 99.0 99.00 
2016 04 17 11 00  76  2.4  2.8 99.00 99.00 99.00 999 1030.8   6.5   5.9   4.5 99.0 99.00 
2016 04 17 11 10  75  2.2  2.7 99.00 99.00 99.00 999 1030.8   6.4   5.9   4.5 99.0 99.00 
2016 04 17 11 20  74  2.2  2.5 99.00 99.00 99.00 999 1030.8   6.4   5.9   4.5 99.0 99.00 
2016 04 17 11 30  71  2.0  2.3 99.00 99.00 99.00 999 1030.9   6.5   5.9   4.6 99.0 99.00 
2016 04 17 11 40  65  1.9  2.2  0.22 99.00  2.85 999 1031.1   6.6   5.9   4.6 99.0 99.00 
2016 04 17 11 50  57  1.9  2.3 99.00 99.00 99.00 999 1031.2   6.6   5.9   4.5 99.0 99.00 
2016 04 17 12 00  52  1.8  2.2 99.00 99.00 99.00 999 1031.4   6.6   5.9   4.5 99.0 99.00 
2016 04 17 12 10  42  2.0  2.7 99.00 99.00 99.00 999 1031.5   6.6   5.8   4.5 99.0 99.00 
2016 04 17 12 20  34  2.0  2.3 99.00 99.00 99.00 999 1031.5   6.5   5.9   4.5 99.0 99.00 
2016 04 17 12 30  37  2.0  2.4 99.00 99.00 99.00 999 1031.6   6.5   5.8   4.5 99.0 99.00 
2016 04 17 12 40  30  2.6  3.2  0.20 99.00  2.91 999 1031.7   6.5   5.9   4.6 99.0 99.00 
2016 04 17 12 50  33  2.5  3.1 99.00 99.00 99.00 999 1031.7   6.4   5.9   4.5 99.0 99.00 
2016 04 17 13 00  36  2.7  3.2 99.00 99.00 99.00 999 1031.7   6.4   5.9   4.4 99.0 99.00 
2016 04 17 13 10  34  2.6  3.2 99.00 99.00 99.00 999 1031.8   6.4   5.9   4.4 99.0 99.00 
2016 04 17 13 20  36  2.7  3.3 99.00 99.00 99.00 999 1031.9   6.4   5.8   4.3 99.0 99.00 
2016 04 17 13 30  36  3.1  3.9 99.00 99.00 99.00 999 1031.9   6.4   5.9   4.2 99.0 99.00 
2016 04 17 13 40  39  2.9  3.5  0.18 99.00  2.85 999 1032.0   6.4   5.9   4.2 99.0 99.00 
2016 04 17 13 50  36  3.0  3.5 99.00 99.00 99.00 999 1032.0   6.4   5.9   4.1 99.0 99.00 
2016 04 17 14 00  37  2.9  3.4 99.00 99.00 99.00 999 1032.0   6.4   5.9   4.1 99.0 99.00 
2016 04 17 14 10  45  3.1  3.8 99.00 99.00 99.00 999 1032.0   6.5   5.9   4.1 99.0 99.00 
2016 04 17 14 20  51  2.7  3.5 99.00 99.00 99.00 999 1032.1   6.5   5.9   4.1 99.0 99.00 
2016 04 17 14 30  50  2.8  3.3 99.00 99.00 99.00 999 1032.1   6.6   5.9   4.1 99.0 99.00 
2016 04 17 14 40  53  2.8  3.4  0.16 99.00  2.79 999 1032.2   6.6   6.0   4.1 99.0 99.00 
2016 04 17 14 50  44  2.7  3.2 99.00 99.00 99.00 999 1032.4   6.6   6.1   4.1 99.0 99.00 
2016 04 17 15 00  30  2.9  3.4 99.00 99.00 99.00 999 1032.4   6.6   6.1   4.1 99.0 99.00 
2016 04 17 15 10  32  3.0  3.7 99.00 99.00 99.00 999 1032.4   6.6   6.1   4.1 99.0 99.00 
2016 04 17 15 20  41  3.1  3.8 99.00 99.00 99.00 999 1032.4   6.6   6.1   4.0 99.0 99.00 
2016 04 17 15 30  44  3.0  3.5 99.00 99.00 99.00 999 1032.4   6.6   6.1   3.9 99.0 99.00 
2016 04 17 15 40  41  3.3  4.0  0.13 99.00  2.76 999 1032.4   6.6   6.1   3.9 99.0 99.00 
2016 04 17 15 50  51  3.6  4.3 99.00 99.00 99.00 999 1032.3   6.7   6.3   4.0 99.0 99.00 
2016 04 17 16 00  61  4.0  4.7 99.00 99.00 99.00 999 1032.1   6.8   6.2   3.8 99.0 99.00 
2016 04 17 16 10  61  4.0  4.7 99.00 99.00 99.00 999 1032.1   6.9   6.2   3.8 99.0 99.00 
2016 04 17 16 20  67  3.6  4.2 99.00 99.00 99.00 999 1032.0   7.0   6.4   3.8 99.0 99.00 
2016 04 17 16 30  63  3.4  4.0 99.00 99.00 99.00 999 1031.9   7.0   6.3   3.8 99.0 99.00 
2016 04 17 16 40  64  3.2  3.9  0.12 99.00  2.72 999 1031.9   7.0   6.4   3.9 99.0 99.00 
2016 04 17 16 50  57  3.1  3.7 99.00 99.00 99.00 999 1031.8   7.0   6.4   3.8 99.0 99.00 
2016 04 17 17 00  53  3.1  3.7 99.00 99.00 99.00 999 1031.7   7.0   6.3   3.8 99.0 99.00 
2016 04 17 17 10  53  3.2  3.8 99.00 99.00 99.00 999 1031.7   7.0   6.4   3.9 99.0 99.00 
2016 04 17 17 20  47  3.2  4.0 99.00 99.00 99.00 999 1031.8   7.0   6.5   4.0 99.0 99.00 
2016 04 17 17 30  43  3.0  3.7 99.00 99.00 99.00 999 1031.7   6.9   6.5   4.1 99.0 99.00 
2016 04 17 17 40  47  3.1  3.8  0.11 99.00  2.67 999 1031.6   6.9   6.5   4.0 99.0 99.00 
2016 04 17 17 50  53  3.1  3.6 99.00 99.00 99.00 999 1031.5   6.9   6.5   3.9 99.0 99.00 
2016 04 17 18 00  55  3.1  3.8 99.00 99.00 99.00 999 1031.5   6.9   6.6   3.9 99.0 99.00 
2016 04 17 18 10  61  3.4  4.0 99.00 99.00 99.00 999 1031.3   6.9   6.6   3.8 99.0 99.00 
2016 04 17 18 20  65  3.8  4.4 99.00 99.00 99.00 999 1031.2   6.9   6.7   3.7 99.0 99.00 
2016 04 17 18 30  61  4.0  4.6 99.00 99.00 99.00 999 1031.0   7.0   6.7   3.8 99.0 99.00 
2016 04 17 18 40  56  4.0  5.0  0.09 99.00  2.64 999 1031.0   7.0   6.7   3.8 99.0 99.00 
2016 04 17 18 50  48  3.6  4.3 99.00 99.00 99.00 999 1031.0   7.0   6.7   3.9 99.0 99.00 
2016 04 17 19 00  56  3.5  4.1 99.00 99.00 99.00 999 1030.8   7.0   6.8   3.8 99.0 99.00 
2016 04 17 19 10  66  3.5  4.3 99.00 99.00 99.00 999 1030.7   7.1   6.8   3.9 99.0 99.00 
2016 04 17 19 20  66  3.6  4.4 99.00 99.00 99.00 999 1030.7   7.1   6.8   3.9 99.0 99.00 
2016 04 17 19 30  59  3.3  3.9 99.00 99.00 99.00 999 1030.6   7.1   6.8   4.0 99.0 99.00 
2016 04 17 19 40  66  3.1  3.8  0.10 99.00  2.52 999 1030.6   7.1   6.8   4.1 99.0 99.00 
2016 04 17 19 50  69  3.0  3.7 99.00 99.00 99.00 999 1030.5   7.2   6.6   4.1 99.0 99.00 
2016 04 17 20 00  68  2.8  3.5 99.00 99.00 99.00 999 1030.5   7.2   6.8   4.2 99.0 99.00 
2016 04 17 20 10  81  2.6  2.9 99.00 99.00 99.00 999 1030.4   7.3   6.8   4.2 99.0 99.00 
2016 04 17 20 20  83  2.5  3.0 99.00 99.00 99.00 999 1030.3   7.3   6.7   4.3 99.0 99.00 
2016 04 17 20 30  89  2.5  3.0 99.00 99.00 99.00 999 1030.1   7.3   6.8   4.4 99.0 99.00 
2016 04 17 20 40  96  2.3  2.9  0.09 99.00  2.53 999 1030.0   7.4   6.8   4.5 99.0 99.00 
2016 04 17 20 50 100  2.1  2.5 99.00 99.00 99.00 999 1029.9   7.4   7.0   4.5 99.0 99.00 
2016 04 17 21 00 107  2.2  2.5 99.00 99.00 99.00 999 1029.7   7.5   7.0   4.6 99.0 99.00 
2016 04 17 21 10 113  2.2  2.6 99.00 99.00 99.00 999 1029.6   7.6   7.0   4.7 99.0 99.00 
2016 04 17 21 20 113  2.3  2.7 99.00 99.00 99.00 999 1029.5   7.6   6.9   4.7 99.0 99.00 
2016 04 17 21 30 117  2.3  2.6 99.00 99.00 99.00 999 1029.4   7.7   7.0   4.8 99.0 99.00 
2016 04 17 21 40 116  2.4  2.9  0.08 99.00  2.52 999 1029.3   7.7   7.0   4.8 99.0 99.00 
2016 04 17 21 50 114  2.5  2.9 99.00 99.00 99.00 999 1029.2   7.8   7.0   5.0 99.0 99.00 
2016 04 17 22 00 114  2.5  2.8 99.00 99.00 99.00 999 1029.1   7.9   7.0   5.2 99.0 99.00 
2016 04 17 22 10  98  2.2  2.5 99.00 99.00 99.00 999 1029.1   8.0   7.0   5.2 99.0 99.00 
2016 04 17 22 20  83  2.0  2.2 99.00 99.00 99.00 999 1029.1   8.2   7.0   5.2 99.0 99.00 
2016 04 17 22 30  72  1.7  1.9 99.00 99.00 99.00 999 1029.1   8.3   6.9   5.3 99.0 99.00 
2016 04 17 22 40  65  1.8  2.0  0.07 99.00  2.49 999 1028.8   8.3   6.9   5.3 99.0 99.00 
2016 04 17 22 50  63  1.7  1.9 99.00 99.00 99.00 999 1028.9   8.2   6.9   5.3 99.0 99.00 
2016 04 17 23 00  70  1.6  1.9 99.00 99.00 99.00 999 1028.7   8.3   6.9   5.3 99.0 99.00 
2016 04 17 23 10  75  1.8  2.2 99.00 99.00 99.00 999 1028.6   8.3   6.9   5.3 99.0 99.00 
2016 04 17 23 20  70  2.0  2.2 99.00 99.00 99.00 999 1028.5   8.3   6.8   5.2 99.0 99.00 
2016 04 17 23 30  72  1.9  2.2 99.00 99.00 99.00 999 1028.4   8.3   6.9   5.2 99.0 99.00 
2016 04 17 23 40  80  2.0  2.3  0.09 99.00  2.69 999 1028.3   8.5   6.8   5.0 99.0 99.00 
2016 04 17 23 50  96  2.1  2.3 99.00 99.00 99.00 999 1028.3   8.7   6.9   4.7 99.0 99.00 
2016 04 18 00 00  94  1.9  2.0 99.00 99.00 99.00 999 1028.3   8.7   6.8   4.9 99.0 99.00 
2016 04 18 00 10  86  1.9  2.1 99.00 99.00 99.00 999 1028.3   8.5   6.8   5.0 99.0 99.00 
2016 04 18 00 20 127  1.4  2.7 99.00 99.00 99.00 999 1028.3   8.2   6.8   5.2 99.0 99.00 
2016 04 18 00 30 168  1.0  1.5 99.00 99.00 99.00 999 1028.5   8.0   6.8   5.1 99.0 99.00 
2016 04 18 00 40 170  1.1  1.4  0.08 99.00  2.55 999 1028.5   8.4   6.7   4.9 99.0 99.00 
2016 04 18 00 50 171  0.8  1.3 99.00 99.00 99.00 999 1028.5   8.5   6.7   4.8 99.0 99.00 
2016 04 18 01 00 268  0.3  0.9 99.00 99.00 99.00 999 1028.7   8.5   6.7   4.7 99.0 99.00 
2016 04 18 01 10 335  1.5  2.4 99.00 99.00 99.00 999 1028.7   8.3   6.7   4.9 99.0 99.00 
2016 04 18 01 20 326  1.9  2.2 99.00 99.00 99.00 999 1028.9   7.9   6.7   5.6 99.0 99.00 
2016 04 18 01 30 314  1.5  1.9 99.00 99.00 99.00 999 1028.9   7.7   6.7   5.9 99.0 99.00 
2016 04 18 01 40 332  0.9  1.3  0.08 99.00  2.63 999 1029.0   7.8   6.7   6.1 99.0 99.00 
2016 04 18 01 50 342  0.8  1.1 99.00 99.00 99.00 999 1029.0   7.8   6.7   6.1 99.0 99.00 
2016 04 18 02 00 351  0.9  1.2 99.00 99.00 99.00 999 1029.0   7.9   6.6   5.9 99.0 99.00 
2016 04 18 02 10   4  1.4  1.7 99.00 99.00 99.00 999 1029.0   8.0   6.6   5.8 99.0 99.00 
2016 04 18 02 20  48  1.6  2.0 99.00 99.00 99.00 999 1028.8   8.2   6.6   5.0 99.0 99.00 
2016 04 18 02 30  66  1.6  2.0 99.00 99.00 99.00 999 1028.8   8.7   6.6   4.9 99.0 99.00 
2016 04 18 02 40   4  0.3  0.8  0.07 99.00  2.52 999 1028.7   8.3   6.7   5.4 99.0 99.00 
2016 04 18 02 50 355  1.5  2.3 99.00 99.00 99.00 999 1028.8   7.9   6.6   5.6 99.0 99.00 
2016 04 18 03 00   4  2.1  2.5 99.00 99.00 99.00 999 1028.8   7.6   6.6   5.8 99.0 99.00 
2016 04 18 03 10   7  1.9  2.4 99.00 99.00 99.00 999 1028.8   7.5   6.6   5.9 99.0 99.00 
2016 04 18 03 20 352  1.8  2.2 99.00 99.00 99.00 999 1028.7   7.4   6.6   5.9 99.0 99.00 
2016 04 18 03 30   6  1.8  2.5 99.00 99.00 99.00 999 1028.7   7.4   6.6   5.8 99.0 99.00 
2016 04 18 03 40   9  1.9  2.2  0.07 99.00  2.55 999 1028.7   7.5   6.6   5.6 99.0 99.00 
2016 04 18 03 50  13  1.5  1.9 99.00 99.00 99.00 999 1028.6   7.4   6.6   5.5 99.0 99.00 
2016 04 18 04 00   7  0.8  1.5 99.00 99.00 99.00 999 1028.6   7.3   6.6   5.5 99.0 99.00 
2016 04 18 04 10 323  1.4  2.3 99.00 99.00 99.00 999 1028.6   7.4   6.6   5.5 99.0 99.00 
2016 04 18 04 20   2  1.3  1.8 99.00 99.00 99.00 999 1028.7   7.6   6.6   5.1 99.0 99.00 
2016 04 18 04 30 349  1.2  1.9 99.00 99.00 99.00 999 1028.6   7.9   6.5   5.0 99.0 99.00 
2016 04 18 04 40 352  1.0  1.4  0.06 99.00  2.60 999 1028.7   7.6   6.5   5.2 99.0 99.00 
2016 04 18 04 50   6  1.1  1.3 99.00 99.00 99.00 999 1028.7   7.7   6.5   5.4 99.0 99.00 
2016 04 18 05 00  33  1.1  1.5 99.00 99.00 99.00 999 1028.6   7.8   6.5   5.3 99.0 99.00 
2016 04 18 05 10  20  1.2  1.7 99.00 99.00 99.00 999 1028.7   7.8   6.5   5.1 99.0 99.00 
2016 04 18 05 20  16  1.6  1.9 99.00 99.00 99.00 999 1028.7   7.8   6.5   5.1 99.0 99.00 
2016 04 18 05 30   3  2.1  2.8 99.00 99.00 99.00 999 1028.8   7.8   6.5   5.2 99.0 99.00 
2016 04 18 05 40 348  2.1  2.3  0.05 99.00  2.56 999 1028.8   7.4   6.5   5.5 99.0 99.00 
2016 04 18 05 50 357  1.6  2.0 99.00 99.00 99.00 999 1028.8   7.5   6.5   5.6 99.0 99.00 
2016 04 18 06 00  20  1.5  1.7 99.00 99.00 99.00 999 1028.7   7.6   6.5   5.6 99.0 99.00 
2016 04 18 06 10  17  1.3  1.5 99.00 99.00 99.00 999 1028.6   7.7   6.5   5.5 99.0 99.00 
2016 04 18 06 20  25  1.1  1.4 99.00 99.00 99.00 999 1028.6   7.7   6.5   5.4 99.0 99.00 
2016 04 18 06 30  41  1.7  2.0 99.00 99.00 99.00 999 1028.5   7.8   6.5   5.3 99.0 99.00 
2016 04 18 06 40  50  1.8  2.0  0.05 99.00  2.70 999 1028.5   7.9   6.5   5.1 99.0 99.00 
2016 04 18 06 50  46  2.0  2.6 99.00 99.00 99.00 999 1028.6   7.7   6.5   5.2 99.0 99.00 
2016 04 18 07 00  46  2.5  2.7 99.00 99.00 99.00 999 1028.6   7.8   6.5   5.1 99.0 99.00 
2016 04 18 07 10  42  2.2  2.7 99.00 99.00 99.00 999 1028.5   7.8   6.5   5.1 99.0 99.00 
2016 04 18 07 20  49  2.3  2.7 99.00 99.00 99.00 999 1028.5   7.8   6.5   5.2 99.0 99.00 
2016 04 18 07 30  45  2.2  2.5 99.00 99.00 99.00 999 1028.4   7.8   6.5   5.1 99.0 99.00 
2016 04 18 07 40  34  2.3  2.5  0.05 99.00  2.63 999 1028.6   7.8   6.5   5.1 99.0 99.00 
2016 04 18 07 50  25  2.0  2.6 99.00 99.00 99.00 999 1028.5   7.6   6.5   5.3 99.0 99.00 
2016 04 18 08 00  88  1.4  1.8 99.00 99.00 99.00 999 1028.3   7.5   6.5   5.2 99.0 99.00 
2016 04 18 08 10 124  1.7  1.9 99.00 99.00 99.00 999 1028.3   7.8   6.5   5.0 99.0 99.00 
2016 04 18 08 20 139  1.9  2.3 99.00 99.00 99.00 999 1028.1   7.6   6.5   5.0 99.0 99.00 
2016 04 18 08 30 126  1.9  2.4 99.00 99.00 99.00 999 1028.0   7.7   6.5   4.6 99.0 99.00 
2016 04 18 08 40 157  1.6  2.1  0.05 99.00  2.68 999 1028.0   7.8   6.4   4.8 99.0 99.00 
2016 04 18 08 50 212  1.2  1.6 99.00 99.00 99.00 999 1027.9   7.4   6.4   5.0 99.0 99.00 
2016 04 18 09 00 212  1.3  1.7 99.00 99.00 99.00 999 1027.9   7.3   6.4   5.2 99.0 99.00 
2016 04 18 09 10 230  0.1  0.8 99.00 99.00 99.00 999 1027.9   7.2   6.4   5.2 99.0 99.00 
2016 04 18 09 20 284  0.1  0.8 99.00 99.00 99.00 999 1027.9   7.0   6.4   5.2 99.0 99.00 
2016 04 18 09 30 272  0.2  0.9 99.00 99.00 99.00 999 1027.9   7.0   6.4   5.3 99.0 99.00 
2016 04 18 09 40 299  0.0  0.0  0.05 99.00  2.63 999 1027.9   7.1   6.4   5.2 99.0 99.00 
2016 04 18 09 50  84  0.0  0.4 99.00 99.00 99.00 999 1027.8   7.2   6.4   5.3 99.0 99.00 
2016 04 18 10 00 138  0.3  0.7 99.00 99.00 99.00 999 1027.8   7.5   6.4   5.4 99.0 99.00 
2016 04 18 10 10 118  0.3  0.7 99.00 99.00 99.00 999 1027.7   7.6   6.4   5.3 99.0 99.00 
2016 04 18 10 20  96  0.6  0.8 99.00 99.00 99.00 999 1027.7   7.6   6.4   5.2 99.0 99.00 
2016 04 18 10 30  94  1.0  1.4 99.00 99.00 99.00 999 1027.8   7.7   6.4   5.2 99.0 99.00 
2016 04 18 10 40  81  1.3  1.7  0.04 99.00  2.56 999 1027.8   7.8   6.4   5.3 99.0 99.00 
2016 04 18 10 50  62  2.2  2.5 99.00 99.00 99.00 999 1027.9   7.5   6.4   5.4 99.0 99.00 
2016 04 18 11 00  68  2.0  2.4 99.00 99.00 99.00 999 1027.9   7.3   6.4   5.6 99.0 99.00 
2016 04 18 11 10  59  2.1  2.4 99.00 99.00 99.00 999 1027.9   7.3   6.4   5.6 99.0 99.00 
2016 04 18 11 20  55  2.0  2.4 99.00 99.00 99.00 999 1027.9   7.3   6.4   5.5 99.0 99.00 
2016 04 18 11 30  66  2.2  2.6 99.00 99.00 99.00 999 1027.9   7.4   6.4   5.1 99.0 99.00 
2016 04 18 11 40  71  1.7  2.4  0.05 99.00  2.60 999 1027.9   7.5   6.4   4.9 99.0 99.00 
2016 04 18 11 50  61  0.7  1.4 99.00 99.00 99.00 999 1028.1   7.6   6.4   4.8 99.0 99.00 
2016 04 18 12 00  50  0.2  0.7 99.00 99.00 99.00 999 1028.1   8.0   6.4   4.8 99.0 99.00 
2016 04 18 12 10  25  0.6  0.9 99.00 99.00 99.00 999 1028.2   8.2   6.4   4.7 99.0 99.00 
